id,text,label,split,difficulty,ood_flag,speaker_type,style_type,label_reason,ood_subtype,source_file
row_0011,"Hello, I would like help arranging a time to be seen sometime next week. Tuesday and Wednesday work best for me.",Appointment Scheduling,train,easy,0,patient,email_style_long,,,appointment_scheduling_60_mixed.csv
row_0012,I’m trying to find an opening for my mother and wanted to ask whether Thursday morning is available.,Appointment Scheduling,train,easy,0,caregiver,medium_realistic,,,appointment_scheduling_60_mixed.csv
row_0013,Please book me for any opening you have next Tuesday.,Appointment Scheduling,train,easy,0,patient,short_direct,,,appointment_scheduling_60_mixed.csv
row_0014,"Good afternoon, I’m contacting you on behalf of my mother to help arrange her next visit. She is usually available in the late morning.",Appointment Scheduling,train,easy,0,caregiver,email_style_long,,,appointment_scheduling_60_mixed.csv
row_0015,I’ve been trying to get a date confirmed and haven’t had any luck yet.,Appointment Scheduling,train,easy,0,patient,slightly_frustrated,,,appointment_scheduling_60_mixed.csv
row_0016,"I’m writing on behalf of my mother because we were told she should return, but we still have not been given a day or time and are not sure what the next step is.",Appointment Scheduling,train,hard,0,caregiver,email_style_long,"Even with indirect wording, the request is to arrange a future visit, which fits Appointment Scheduling best.",,appointment_scheduling_60_mixed.csv
row_0017,I’ve been waiting to hear back about getting on the schedule. Can someone please tell me the next available time?,Appointment Scheduling,train,easy,0,patient,slightly_frustrated,,,appointment_scheduling_60_mixed.csv
row_0018,"Good morning, I need to come in for a follow-up and wanted to ask what availability the office has over the next two weeks.",Appointment Scheduling,train,easy,0,patient,email_style_long,,,appointment_scheduling_60_mixed.csv
row_0019,I’ve called a few times and still don’t know when I’m supposed to come in. This is getting frustrating because I just need a time confirmed.,Appointment Scheduling,train,hard,0,patient,slightly_frustrated,"The message focuses on securing a visit time, making Appointment Scheduling the clearest routing label.",,appointment_scheduling_60_mixed.csv
row_0020,I’m reaching out for my mother because she needs a time to be seen next week.,Appointment Scheduling,train,easy,0,caregiver,medium_realistic,,,appointment_scheduling_60_mixed.csv
row_0021,"Good afternoon, I’d appreciate help scheduling my next visit. I am available most days except Wednesday.",Appointment Scheduling,train,easy,0,patient,email_style_long,,,appointment_scheduling_60_mixed.csv
row_0022,I’m trying to set something up for my husband and wanted to ask whether there are any openings later this week.,Appointment Scheduling,train,easy,0,caregiver,medium_realistic,,,appointment_scheduling_60_mixed.csv
row_0023,I’m helping my grandmother with this and we’re just trying to find a time that works for her next check-in with the office.,Appointment Scheduling,train,hard,0,caregiver,medium_realistic,"The request is to find a workable time for the next visit, which should be routed to Appointment Scheduling.",,appointment_scheduling_60_mixed.csv
row_0024,I was expecting to hear back about a booking and haven’t received anything yet.,Appointment Scheduling,train,easy,0,patient,slightly_frustrated,,,appointment_scheduling_60_mixed.csv
row_0025,"Hello, I’m writing for my father because we are trying to arrange a return visit. If possible, we’d like something before noon.",Appointment Scheduling,train,easy,0,caregiver,email_style_long,,,appointment_scheduling_60_mixed.csv
row_0026,Could someone help me find a visit time that works after work hours?,Appointment Scheduling,train,easy,0,patient,medium_realistic,,,appointment_scheduling_60_mixed.csv
row_0027,"Hi, I’d like to set up a visit for sometime next week if you have anything available.",Appointment Scheduling,train,easy,0,patient,short_direct,,,appointment_scheduling_60_mixed.csv
row_0028,I’d like to arrange a check-in with the office and was wondering what days are open.,Appointment Scheduling,train,easy,0,patient,medium_realistic,,,appointment_scheduling_60_mixed.csv
row_0029,"Hello, I’m writing on behalf of my grandmother because we need to get her next visit arranged. If possible, mornings are best for her.",Appointment Scheduling,train,easy,0,caregiver,email_style_long,,,appointment_scheduling_60_mixed.csv
row_0030,"Good afternoon, I help coordinate my father’s care and wanted to see what times are available for him next week. Mornings would work better, but we can be flexible.",Appointment Scheduling,train,hard,0,caregiver,email_style_long,"The request is about finding and arranging an available visit time, so Appointment Scheduling is the best fit.",,appointment_scheduling_60_mixed.csv
row_0031,I’ve called twice and still haven’t gotten a time. Can someone please help me get this set up?,Appointment Scheduling,train,easy,0,patient,slightly_frustrated,,,appointment_scheduling_60_mixed.csv
row_0032,I need to arrange a time for my son to be seen later this month.,Appointment Scheduling,train,easy,0,caregiver,medium_realistic,,,appointment_scheduling_60_mixed.csv
row_0033,Please schedule a follow-up for me as soon as you can.,Appointment Scheduling,train,easy,0,patient,short_direct,,,appointment_scheduling_60_mixed.csv
row_0034,I’m still waiting for a call back so I can book something for next week.,Appointment Scheduling,train,easy,0,patient,slightly_frustrated,,,appointment_scheduling_60_mixed.csv
row_0035,"Hi, I need to come in again sometime soon and was hoping someone could tell me what might still be open.",Appointment Scheduling,train,hard,0,patient,medium_realistic,"The main intent is to find an available time to be seen, so Appointment Scheduling is the best label.",,appointment_scheduling_60_mixed.csv
row_0036,Can you reserve a check-in with the provider for me next month?,Appointment Scheduling,train,easy,0,patient,short_direct,,,appointment_scheduling_60_mixed.csv
row_0037,Can you help me get on the schedule for later this week?,Appointment Scheduling,train,easy,0,patient,short_direct,,,appointment_scheduling_60_mixed.csv
row_0038,I’ve reached out a few times and still don’t have anything on the calendar.,Appointment Scheduling,train,easy,0,patient,slightly_frustrated,,,appointment_scheduling_60_mixed.csv
row_0039,I’d like to come in again and wanted to know what times are still open this month.,Appointment Scheduling,train,easy,0,patient,medium_realistic,,,appointment_scheduling_60_mixed.csv
row_0040,"I thought this had already been taken care of, but I still don’t have anything confirmed and I’m not sure why this is taking so long.",Appointment Scheduling,train,hard,0,patient,slightly_frustrated,"Despite vague wording, the single best interpretation is that the patient needs an appointment time confirmed.",,appointment_scheduling_60_mixed.csv
row_0041,"Good afternoon, I’m writing for my mother because we need to arrange her next visit with the office. If possible, we’d prefer something after 10 a.m.",Appointment Scheduling,train,easy,0,caregiver,email_style_long,,,appointment_scheduling_60_mixed.csv
row_0042,I’m frustrated because I still haven’t gotten a date for when I’m supposed to come in.,Appointment Scheduling,train,easy,0,patient,slightly_frustrated,,,appointment_scheduling_60_mixed.csv
row_0043,I still need a date to come in and would really appreciate if someone could stop passing me around and just tell me what is open.,Appointment Scheduling,train,hard,0,patient,slightly_frustrated,"The unresolved issue is identifying and securing an open time, which belongs under Appointment Scheduling.",,appointment_scheduling_60_mixed.csv
row_0044,"Hello, I’m writing because I need to arrange a time to come in again. I’m usually free after 2 p.m., so I’d appreciate it if you could let me know what openings you have.",Appointment Scheduling,train,easy,0,patient,email_style_long,,,appointment_scheduling_60_mixed.csv
row_0045,Can you set me up for a visit on Monday if there’s room?,Appointment Scheduling,train,easy,0,patient,short_direct,,,appointment_scheduling_60_mixed.csv
row_0046,"Good morning, I need to arrange my next visit with the office and would appreciate any options you have for early next month.",Appointment Scheduling,train,easy,0,patient,email_style_long,,,appointment_scheduling_60_mixed.csv
row_0047,Please book me for the earliest slot you have.,Appointment Scheduling,train,easy,0,patient,short_direct,,,appointment_scheduling_60_mixed.csv
row_0048,"No one has gotten back to me yet about finding a time, and I really need to get this arranged.",Appointment Scheduling,train,easy,0,patient,slightly_frustrated,,,appointment_scheduling_60_mixed.csv
row_0049,"Hello, I need help moving forward with the next visit and would prefer something later in the day if possible.",Appointment Scheduling,train,hard,0,patient,medium_realistic,"The patient is asking to arrange the next visit, which belongs under Appointment Scheduling.",,appointment_scheduling_60_mixed.csv
row_0050,Can you fit me in sometime this month?,Appointment Scheduling,train,easy,0,patient,short_direct,,,appointment_scheduling_60_mixed.csv
row_0051,"Good morning, I’m contacting you on behalf of my father. We would like to schedule his next office visit and would prefer a morning time if possible.",Appointment Scheduling,train,easy,0,caregiver,email_style_long,,,appointment_scheduling_60_mixed.csv
row_0052,"Hello, I was expecting to hear back with a time for my next visit, but I haven’t received anything yet. If there is still space later this week, I’d appreciate being added.",Appointment Scheduling,train,hard,0,patient,email_style_long,"The patient is asking to be placed into an available time slot, so Appointment Scheduling is the clearest route.",,appointment_scheduling_60_mixed.csv
row_0053,"Hi, I need to make a visit with the clinic and would like an early morning opening.",Appointment Scheduling,train,easy,0,patient,short_direct,,,appointment_scheduling_60_mixed.csv
row_0054,I need help getting on the calendar for a visit in early April.,Appointment Scheduling,train,easy,0,patient,medium_realistic,,,appointment_scheduling_60_mixed.csv
row_0055,Please let me know if there is anything open this Friday morning.,Appointment Scheduling,train,easy,0,patient,short_direct,,,appointment_scheduling_60_mixed.csv
row_0056,"Hello, I’m reaching out because I need to arrange another visit with the office. I can be flexible, but late afternoons are easiest for me.",Appointment Scheduling,train,easy,0,patient,email_style_long,,,appointment_scheduling_60_mixed.csv
row_0057,Please let me know the next opening for a clinic visit.,Appointment Scheduling,train,easy,0,patient,short_direct,,,appointment_scheduling_60_mixed.csv
row_0058,Could you help me book a follow-up with the provider later this month?,Appointment Scheduling,train,easy,0,patient,medium_realistic,,,appointment_scheduling_60_mixed.csv
row_0059,Can I come in on Thursday afternoon? I’m trying to find something before the weekend.,Appointment Scheduling,train,easy,0,patient,medium_realistic,,,appointment_scheduling_60_mixed.csv
row_0060,Could someone tell me what availability there is for a visit next Wednesday?,Appointment Scheduling,train,easy,0,patient,medium_realistic,,,appointment_scheduling_60_mixed.csv
row_0061,I’m trying to sort out a charge for my husband’s visit and wanted to ask who can explain the amount still showing as due.,Billing and Insurance,train,easy,0,caregiver,medium_realistic,,,billing_and_insurance_60_mixed.csv
row_0062,I’m frustrated because I was told one thing at check-in and now my account shows something else.,Billing and Insurance,train,easy,0,patient,slightly_frustrated,,,billing_and_insurance_60_mixed.csv
row_0063,"Hello, I received a statement in the mail and I’m not sure whether this means my plan did not go through or if this is just the remaining portion I owe. If possible, could someone review it and explain the breakdown?",Billing and Insurance,train,hard,0,patient,email_style_long,"The patient is asking for explanation of plan processing and remaining charges, which is best handled by Billing and Insurance.",,billing_and_insurance_60_mixed.csv
row_0064,"My son had a visit recently, and I need help understanding the charges that came afterward.",Billing and Insurance,train,easy,0,caregiver,medium_realistic,,,billing_and_insurance_60_mixed.csv
row_0065,I need help understanding a charge from my child’s recent office visit.,Billing and Insurance,train,easy,0,caregiver,medium_realistic,,,billing_and_insurance_60_mixed.csv
row_0066,I’m trying to understand how much of my last visit was covered and how much I still owe.,Billing and Insurance,train,easy,0,patient,medium_realistic,,,billing_and_insurance_60_mixed.csv
row_0067,Can you send me a receipt for my payment?,Billing and Insurance,train,easy,0,patient,short_direct,,,billing_and_insurance_60_mixed.csv
row_0068,Could you check whether my updated coverage card was added correctly?,Billing and Insurance,train,easy,0,patient,medium_realistic,,,billing_and_insurance_60_mixed.csv
row_0069,I need help figuring out what portion of my daughter’s visit was covered and what is left for us to pay.,Billing and Insurance,train,easy,0,caregiver,medium_realistic,,,billing_and_insurance_60_mixed.csv
row_0070,"Good afternoon, I’m writing on behalf of my husband because we received a statement that we do not fully understand. We would appreciate clarification about the listed amounts.",Billing and Insurance,train,easy,0,caregiver,email_style_long,,,billing_and_insurance_60_mixed.csv
row_0071,"Hello, I’m writing because I received a bill in the mail and would like someone to review it with me. I am not disputing the visit itself, but I do want to understand each charge.",Billing and Insurance,train,easy,0,patient,email_style_long,,,billing_and_insurance_60_mixed.csv
row_0072,"Good afternoon, I have questions about the charges connected to my recent care. I provided my coverage details at check-in, so I want to confirm that everything was submitted correctly and what amount I am expected to pay.",Billing and Insurance,train,easy,0,patient,email_style_long,,,billing_and_insurance_60_mixed.csv
row_0073,"Good morning, I’m trying to understand the remaining balance from my last visit. If possible, please explain what was paid and what is still outstanding.",Billing and Insurance,train,easy,0,patient,email_style_long,,,billing_and_insurance_60_mixed.csv
row_0074,"Hi, I have a question about the balance showing after my last visit.",Billing and Insurance,train,easy,0,patient,short_direct,,,billing_and_insurance_60_mixed.csv
row_0075,"I’m reaching out for my husband because the amount we were asked to pay does not match what we expected after his visit, and we need help understanding why.",Billing and Insurance,train,hard,0,caregiver,medium_realistic,"The main topic is an unexpected payment amount, making Billing and Insurance the best label.",,billing_and_insurance_60_mixed.csv
row_0076,"Hello, I updated my coverage information recently, and now I’m trying to figure out whether it was actually applied to the charges from my visit.",Billing and Insurance,train,hard,0,patient,medium_realistic,"Even with mention of updated information, the main concern is how charges were processed under coverage, making Billing and Insurance the best label.",,billing_and_insurance_60_mixed.csv
row_0077,"Hello, I’m contacting you on behalf of my mother because we’re trying to make sense of the amount now listed for her visit. We are not disputing the care itself, but we do need to understand what was covered and why the remaining amount is what it is.",Billing and Insurance,train,hard,0,caregiver,email_style_long,"The request focuses on what was covered and why a remaining balance exists, so Billing and Insurance is the best routing label.",,billing_and_insurance_60_mixed.csv
row_0078,Please resend the receipt for my last payment.,Billing and Insurance,train,easy,0,patient,short_direct,,,billing_and_insurance_60_mixed.csv
row_0079,I need an itemized breakdown of the charges from my visit.,Billing and Insurance,train,easy,0,patient,short_direct,,,billing_and_insurance_60_mixed.csv
row_0080,"Hi, I’m trying to confirm whether my co-pay was entered correctly because the amount on my account does not look right.",Billing and Insurance,train,hard,0,patient,medium_realistic,"The request is about verifying a payment amount tied to coverage, so Billing and Insurance is the best fit.",,billing_and_insurance_60_mixed.csv
row_0081,"Hi, I need help understanding why I received a second statement for the same date of service.",Billing and Insurance,train,easy,0,patient,short_direct,,,billing_and_insurance_60_mixed.csv
row_0082,I’m reaching out for my mother because we need to know whether the recent charges have finished processing yet.,Billing and Insurance,train,easy,0,caregiver,medium_realistic,,,billing_and_insurance_60_mixed.csv
row_0083,I’m contacting you for my wife because we want to verify that her new coverage card was used for her recent appointment.,Billing and Insurance,train,easy,0,caregiver,medium_realistic,,,billing_and_insurance_60_mixed.csv
row_0084,Can someone tell me if my co-pay was entered correctly?,Billing and Insurance,train,easy,0,patient,short_direct,,,billing_and_insurance_60_mixed.csv
row_0085,"Good afternoon, I have some questions about the statement I received. I’d appreciate it if someone could go over the listed amounts and explain what they refer to.",Billing and Insurance,train,easy,0,patient,email_style_long,,,billing_and_insurance_60_mixed.csv
row_0086,Please tell me why there is still a balance on my account.,Billing and Insurance,train,easy,0,patient,short_direct,,,billing_and_insurance_60_mixed.csv
row_0087,"Hello, I recently received a notice about charges connected to my care and would appreciate clarification about what portion was processed and what portion is mine to pay.",Billing and Insurance,train,easy,0,patient,email_style_long,,,billing_and_insurance_60_mixed.csv
row_0088,I’d like to know whether my recent visit has been sent through my plan yet.,Billing and Insurance,train,easy,0,patient,medium_realistic,,,billing_and_insurance_60_mixed.csv
row_0089,Please send me an itemized statement for my last visit.,Billing and Insurance,train,easy,0,patient,short_direct,,,billing_and_insurance_60_mixed.csv
row_0090,"Hello, I’m contacting you because I received paperwork showing a patient balance after my recent care. Could someone explain what the remaining amount is for?",Billing and Insurance,train,easy,0,patient,email_style_long,,,billing_and_insurance_60_mixed.csv
row_0091,I’m reaching out for my mother because she got a notice about an unpaid amount and we would like to understand it better.,Billing and Insurance,train,easy,0,caregiver,medium_realistic,,,billing_and_insurance_60_mixed.csv
row_0092,Please let me know whether my plan information on file is current.,Billing and Insurance,train,easy,0,patient,short_direct,,,billing_and_insurance_60_mixed.csv
row_0093,Can you confirm whether my updated coverage information was applied to my last office visit?,Billing and Insurance,train,easy,0,patient,medium_realistic,,,billing_and_insurance_60_mixed.csv
row_0094,"I’m writing on behalf of my mother because she received a notice with a remaining balance, and we are confused about whether this reflects what her plan processed or something still pending.",Billing and Insurance,train,hard,0,caregiver,email_style_long,"The core issue is understanding plan processing and the remaining balance, so Billing and Insurance fits best.",,billing_and_insurance_60_mixed.csv
row_0095,I’m confused about why I was charged again after already paying at the office. Can someone please look into this?,Billing and Insurance,train,easy,0,patient,slightly_frustrated,,,billing_and_insurance_60_mixed.csv
row_0096,"The amount due looks different every time I check, and it’s getting frustrating. Can someone explain that?",Billing and Insurance,train,easy,0,patient,slightly_frustrated,,,billing_and_insurance_60_mixed.csv
row_0097,Could someone explain why part of my visit was not covered?,Billing and Insurance,train,easy,0,patient,medium_realistic,,,billing_and_insurance_60_mixed.csv
row_0098,"Good afternoon, I’m contacting you for my father. We were told one amount at the visit, but what is now listed on his account looks different, and we would appreciate clarification about what he is responsible for paying.",Billing and Insurance,train,hard,0,caregiver,email_style_long,"The message is about clarifying financial responsibility for care, which belongs under Billing and Insurance.",,billing_and_insurance_60_mixed.csv
row_0099,"I keep getting different amounts depending on where I look, and this is becoming frustrating.",Billing and Insurance,train,easy,0,patient,slightly_frustrated,,,billing_and_insurance_60_mixed.csv
row_0100,I still don’t understand why I got charged twice for the same service date.,Billing and Insurance,train,easy,0,patient,slightly_frustrated,,,billing_and_insurance_60_mixed.csv
row_0101,I don’t understand why the total due keeps changing every time I check. Can someone please explain what is going on with my account?,Billing and Insurance,train,hard,0,patient,slightly_frustrated,"The unresolved issue is the amount due on the account, so Billing and Insurance is the clearest routing label.",,billing_and_insurance_60_mixed.csv
row_0102,Can someone tell me what my co-insurance amount was for the visit?,Billing and Insurance,train,easy,0,patient,short_direct,,,billing_and_insurance_60_mixed.csv
row_0103,I’ve already asked about this once and still don’t understand the total I’m seeing.,Billing and Insurance,train,easy,0,patient,slightly_frustrated,,,billing_and_insurance_60_mixed.csv
row_0104,Please confirm that my recent payment was applied to my account.,Billing and Insurance,train,easy,0,patient,short_direct,,,billing_and_insurance_60_mixed.csv
row_0105,Could someone explain what part of my recent visit was covered and what amount I still owe?,Billing and Insurance,train,easy,0,patient,medium_realistic,,,billing_and_insurance_60_mixed.csv
row_0106,"I thought this had already been paid, but I’m still getting notices.",Billing and Insurance,train,easy,0,patient,slightly_frustrated,,,billing_and_insurance_60_mixed.csv
row_0107,Why am I still seeing a balance when I already made a payment?,Billing and Insurance,train,easy,0,patient,slightly_frustrated,,,billing_and_insurance_60_mixed.csv
row_0108,"Good morning, I would like help reviewing the statement I received after my office visit. I’m mainly trying to understand why the total is higher than I expected.",Billing and Insurance,train,easy,0,patient,email_style_long,,,billing_and_insurance_60_mixed.csv
row_0109,"Can someone help me understand whether the paperwork from my visit has gone through yet, because I’m not sure if the balance I’m seeing is final?",Billing and Insurance,train,hard,0,patient,medium_realistic,"Although phrased vaguely, the request is about claim or payment processing and resulting balance, which fits Billing and Insurance.",,billing_and_insurance_60_mixed.csv
row_0110,"Good morning, I’m contacting you on behalf of my father. We recently received paperwork showing charges from his visit, and we would like to know what was processed and what remains his responsibility.",Billing and Insurance,train,easy,0,caregiver,email_style_long,,,billing_and_insurance_60_mixed.csv
row_0111,I’ve already called once and I still can’t make sense of why I’m getting another statement for the same visit. This is getting really frustrating.,Billing and Insurance,train,hard,0,patient,slightly_frustrated,"The request centers on repeated statements and account charges, which is best routed to Billing and Insurance.",,billing_and_insurance_60_mixed.csv
row_0112,"I thought this was already taken care of, but I’m still getting notices about money owed and nobody has explained why.",Billing and Insurance,train,hard,0,patient,slightly_frustrated,"Despite indirect phrasing, the key issue is unresolved account notices and payment responsibility, which belongs to Billing and Insurance.",,billing_and_insurance_60_mixed.csv
row_0113,"Hello, I received a balance notice and want to confirm whether this reflects the final amount I owe. Please let me know if anything is still pending.",Billing and Insurance,train,easy,0,patient,email_style_long,,,billing_and_insurance_60_mixed.csv
row_0114,"I keep getting payment reminders, but I thought this was already taken care of.",Billing and Insurance,train,easy,0,patient,slightly_frustrated,,,billing_and_insurance_60_mixed.csv
row_0115,I’m writing for my father because we want to confirm whether the office used the correct plan information for his last visit.,Billing and Insurance,train,easy,0,caregiver,medium_realistic,,,billing_and_insurance_60_mixed.csv
row_0116,"Hello, I wanted to ask whether the claim from my recent visit has finished processing yet. I’m trying to understand whether the amount on my account may still change.",Billing and Insurance,train,easy,0,patient,email_style_long,,,billing_and_insurance_60_mixed.csv
row_0117,"Hi, I’m trying to understand why the amount showing after my last visit is higher than I expected, because I thought more of it would be covered.",Billing and Insurance,train,hard,0,patient,medium_realistic,"The message is mainly about expected coverage and patient charges, which makes Billing and Insurance the best label.",,billing_and_insurance_60_mixed.csv
row_0118,Can you verify whether my account was billed under the correct plan?,Billing and Insurance,train,easy,0,patient,short_direct,,,billing_and_insurance_60_mixed.csv
row_0119,"I paid at the front desk, but now I’m seeing another amount online. Please help me understand why.",Billing and Insurance,train,easy,0,patient,slightly_frustrated,,,billing_and_insurance_60_mixed.csv
row_0120,"Hello, I received a statement for my recent visit and wanted to ask for clarification about the charges listed. I would appreciate it if someone could explain what these amounts are for.",Billing and Insurance,train,easy,0,patient,email_style_long,,,billing_and_insurance_60_mixed.csv
row_0121,"The pharmacy says I have no refills left, and I need this handled soon.",Prescription Refill,train,easy,0,patient,slightly_frustrated,,,prescription_refill_60_mixed.csv
row_0122,I’m frustrated because I’m almost out and the pharmacy is still waiting for approval from your office.,Prescription Refill,train,easy,0,patient,slightly_frustrated,,,prescription_refill_60_mixed.csv
row_0123,I’m almost out of my ongoing medication and need the next supply sent to my usual pharmacy.,Prescription Refill,train,easy,0,patient,medium_realistic,,,prescription_refill_60_mixed.csv
row_0124,"I’m still waiting for this to go through, and I’m about to run out completely.",Prescription Refill,train,easy,0,patient,slightly_frustrated,,,prescription_refill_60_mixed.csv
row_0125,"Good morning, I’m writing on behalf of my mother. She is trying to pick up her regular medication, but the pharmacy advised us that they cannot release more until something new is sent from your office. We would appreciate help with that.",Prescription Refill,train,hard,0,caregiver,email_style_long,"Even with indirect wording, the office is being asked to send authorization for continued medication dispensing, which fits Prescription Refill.",,prescription_refill_60_mixed.csv
row_0126,"I keep getting told it should be ready, but every time I check they say they are waiting on the clinic. I really need this sorted out because I’m almost out.",Prescription Refill,train,hard,0,patient,slightly_frustrated,"The key problem is delayed authorization for more of an ongoing medication, making Prescription Refill the clearest route.",,prescription_refill_60_mixed.csv
row_0127,Please send another fill for my usual medication to the pharmacy listed in my chart.,Prescription Refill,train,easy,0,patient,short_direct,,,prescription_refill_60_mixed.csv
row_0128,"Hello, I’m writing for my husband because he needs the next order for his regular medicine. Could you please send it to the pharmacy on file?",Prescription Refill,train,easy,0,caregiver,email_style_long,,,prescription_refill_60_mixed.csv
row_0129,Could your office send the next fill for my regular medication to the same pharmacy as last time?,Prescription Refill,train,easy,0,patient,medium_realistic,,,prescription_refill_60_mixed.csv
row_0130,"I keep being told it was sent already, but the pharmacy still says nothing has come through.",Prescription Refill,train,easy,0,patient,slightly_frustrated,,,prescription_refill_60_mixed.csv
row_0131,I need help getting the next supply of the medicine I take every day because I was told there is no active order left for it.,Prescription Refill,train,hard,0,patient,medium_realistic,"The request is to restore access to an ongoing medication by obtaining another order, which belongs under Prescription Refill.",,prescription_refill_60_mixed.csv
row_0132,Please send in another month of my regular medication.,Prescription Refill,train,easy,0,patient,short_direct,,,prescription_refill_60_mixed.csv
row_0133,"Good afternoon, I’m writing because I need another supply of my regular medication and would like it sent to the same pharmacy as last time.",Prescription Refill,train,easy,0,patient,email_style_long,,,prescription_refill_60_mixed.csv
row_0134,I need help getting more of the medicine I take regularly because I only have enough left for a few days.,Prescription Refill,train,easy,0,patient,medium_realistic,,,prescription_refill_60_mixed.csv
row_0135,"Hi, I’m almost out of the medication I take regularly, and the pharmacy told me they need something from your office before they can give me more.",Prescription Refill,train,hard,0,patient,medium_realistic,"The message is mainly about getting continued medication supply authorized, which makes Prescription Refill the best label.",,prescription_refill_60_mixed.csv
row_0136,Could someone help me get my usual medication renewed before I run out this week?,Prescription Refill,train,easy,0,patient,medium_realistic,,,prescription_refill_60_mixed.csv
row_0137,The pharmacy says there are no fills left on my medication. Can you send a new one?,Prescription Refill,train,easy,0,patient,slightly_frustrated,,,prescription_refill_60_mixed.csv
row_0138,"I thought this had already been sent over, but the pharmacy says they still don’t have it.",Prescription Refill,train,easy,0,patient,slightly_frustrated,,,prescription_refill_60_mixed.csv
row_0139,Please renew my inhaler and send it to my usual pharmacy.,Prescription Refill,train,easy,0,patient,short_direct,,,prescription_refill_60_mixed.csv
row_0140,"I thought this was already taken care of, but I’m still being told I can’t get the rest of my usual medication until your office responds. This keeps happening and it’s really frustrating.",Prescription Refill,train,hard,0,patient,slightly_frustrated,"The central issue is delayed approval for continued medication dispensing, which belongs under Prescription Refill.",,prescription_refill_60_mixed.csv
row_0141,"I’m writing because my father only has a couple of days left of his usual medication, and we were told the next supply cannot be processed until your office sends approval.",Prescription Refill,train,hard,0,caregiver,email_style_long,"The core request is for office approval so the next medication supply can be dispensed, fitting Prescription Refill best.",,prescription_refill_60_mixed.csv
row_0142,"Hello, I noticed I don’t have any repeats left for my usual medication. Could your office please send a new order to the pharmacy?",Prescription Refill,train,easy,0,patient,email_style_long,,,prescription_refill_60_mixed.csv
row_0143,"Hello, I’m reaching out on behalf of my father because he needs a continuation of his ongoing medication. Please send it to the pharmacy he normally uses.",Prescription Refill,train,easy,0,caregiver,email_style_long,,,prescription_refill_60_mixed.csv
row_0144,"This has dragged on for days, and I still can’t get more of my usual medicine because the pharmacy says they need the clinic to act first.",Prescription Refill,train,hard,0,patient,slightly_frustrated,"The message is about obtaining clinic action so an existing medication can be dispensed again, which is best routed as Prescription Refill.",,prescription_refill_60_mixed.csv
row_0145,"This is the second time I’ve followed up, and I still can’t get the next supply approved.",Prescription Refill,train,easy,0,patient,slightly_frustrated,,,prescription_refill_60_mixed.csv
row_0146,"Hi, I need my maintenance medication renewed.",Prescription Refill,train,easy,0,patient,short_direct,,,prescription_refill_60_mixed.csv
row_0147,"Good afternoon, I’m contacting you because I need a continuation of my ongoing medicine sent to the pharmacy. I’m almost out and would appreciate your help with this.",Prescription Refill,train,easy,0,patient,email_style_long,,,prescription_refill_60_mixed.csv
row_0148,"Good morning, I’d appreciate help getting more of my regular medicine authorized through the pharmacy. I only have a few days left.",Prescription Refill,train,easy,0,patient,email_style_long,,,prescription_refill_60_mixed.csv
row_0149,"Hello, I’m writing because I only have a few days left of my regular medicine and would appreciate it if your office could send the next order to my usual pharmacy.",Prescription Refill,train,easy,0,patient,email_style_long,,,prescription_refill_60_mixed.csv
row_0150,Can you send another order for my daily medication?,Prescription Refill,train,easy,0,patient,short_direct,,,prescription_refill_60_mixed.csv
